protein_path,ligand_smiles,vina_score,split_name
NAGAB_HUMAN_18_411_0/4do5_A_rec_4do5_dgj_lig_tt_docked_0_pocket10.pdb,O[C@H]1C=C(Cc2cc(F)cc(Br)c2)CCC1,-5.2,TRAINING
PB1_HUMAN_644_766_0/3mb4_A_rec_5ii1_6bl_lig_tt_docked_3_pocket10.pdb,CC1(C)CCC([N@@H+]2CCCC[C@@H]2CC(N)=O)CC1,-5.5,TRAINING
BCKD_RAT_31_412_0/4h7q_A_rec_4h81_wj2_lig_tt_docked_3_pocket10.pdb,Cc1ccc(NC(=O)c2ccc(OCc3nnc(C(=O)Nc4ccc(F)cc4)s3)cc2)cc1F,-5.4,TRAINING
MDLB_PSEPU_1_393_0/1p5b_A_rec_2a7p_3il_lig_tt_min_0_pocket10.pdb,COc1cc(CN2CCOC[C@@H]2CC(C)C)c([N+](=O)[O-])cc1OC,-6.1,TRAINING
FUCD_XANCP_1_439_0/2hxt_A_rec_2hxt_ehm_lig_it1_it2_tt_docked_6_pocket10.pdb,CCCC[C@H](CC)C[C@H]1CCCC[NH2+]1,-2.8,TRAINING
NCSB1_STRCZ_1_332_0/3i53_A_rec_3i58_7na_lig_tt_min_0_pocket10.pdb,CCOc1ccccc1[C@H]1[C@H]2[NH+]=c3ccccc3=C2CCN1C(=O)c1nc2ncccn2n1,-7.5,TRAINING
RXRA_HUMAN_222_461_coactiv_0/3fal_C_rec_3fal_lo2_lig_tt_min_0_pocket10.pdb,COC[C@H](C)CNC1=[NH+][C@@H](C(C)C)CS1,-6.1,TRAINING
RIOX1_HUMAN_179_641_0/4diq_A_rec_4diq_pd2_lig_tt_docked_10_pocket10.pdb,Brc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,-5.4,TRAINING
A1AG2_HUMAN_18_201_0/3apx_A_rec_3apx_z80_lig_tt_min_0_pocket10.pdb,COc1ccc([C@H]2Nc3ccc(S(=O)(=O)Nc4cccc([N+](=O)[O-])c4)cc3[C@H]3C=CC[C@H]32)cc1,-8.3,TRAINING
TKT_HUMAN_3_622_0/3ooy_A_rec_3ooy_tdp_lig_tt_docked_1_pocket10.pdb,CC1=C(CCO[P@](=O)(O)OP(=O)(O)O)SCN1Cc1cnc(C)nc1N,-8.4,TRAINING
NR1I3_HUMAN_103_352_ligBind_0/1xvp_D_rec_1xvp_cid_lig_tt_docked_1_pocket10.pdb,COc1ccc(-c2csc(NN)n2)cc1F,-7.0,VALIDATION
MYH7_HUMAN_1_783_0/5n69_B_rec_5n69_2ow_lig_tt_docked_0_pocket10.pdb,Cc1n[nH]c(COc2ccccc2)c1CO,-7.4,TRAINING
TTPA_MOUSE_48_278_0/3w68_B_rec_3w68_viv_lig_tt_min_0_pocket10.pdb,CCc1sc(C(=O)N[C@H](C)[C@H](O)c2ccc(OC)cc2)cc1C,-8.1,TRAINING
AMYG_ASPNG_25_495_0/1agm_A_rec_1gah_acr_lig_tt_docked_4_pocket10.pdb,COc1cc(CN2COc3ccc4c(C)c(Cc5ccccc5)c(=O)oc4c3C2)cc(OC)c1OC,-8.2,TRAINING
NEUL_RAT_31_704_0/4fxy_P_rec_4fxy_0w2_lig_tt_docked_0_pocket10.pdb,Cc1ccc(NC(=O)N2CCN(C)c3ccccc3C2)c(Cl)c1,-8.7,TRAINING
POLG_HRV2_1506_1687_0/2xya_A_rec_2xya_7l4_lig_tt_min_0_pocket10.pdb,CC[C@@H](NS(=O)(=O)c1c(C)noc1C)c1ccc(Br)cc1,-5.0,TRAINING
PB2_I34A1_318_483_0/6euv_C_rec_5jur_6ns_lig_tt_min_0_pocket10.pdb,CC(C)S(=O)(=O)c1cccc(C(=O)Nc2sc3c(c2C(N)=O)CCCCC3)c1,-10.0,TRAINING
PYR1_ARATH_1_183_0/3wg8_A_rec_3wg8_6as_lig_tt_docked_1_pocket10.pdb,COc1cc(OC)c(C(=O)N(C)CCC(C)C)cc1OC,-7.1,TRAINING
PK3CA_HUMAN_481_1066_0/5dxh_A_rec_5dxh_5h2_lig_tt_min_0_pocket10.pdb,COc1ccc(-c2cc(C(=O)N(C)Cc3ccnn3C)c3c(C)nn(C)c3n2)cc1,-8.0,TRAINING
NADA_PYRHO_1_300_0/1wzu_A_rec_5ktr_mae_lig_tt_docked_8_pocket10.pdb,COc1cccc(Sc2nc3ccccc3n3c(=O)n(CC(=O)Nc4cc(F)ccc4C)nc23)c1,-6.9,VALIDATION
SDCB1_HUMAN_196_273_PDZ2_0/5g1e_B_rec_4z33_ip2_lig_tt_min_0_pocket10.pdb,COc1ccccc1[C@H]1CCC[N@@H+]1Cc1nc(CS(C)(=O)=O)no1,-4.4,TRAINING
CAH1_HUMAN_2_261_0/4wuq_A_rec_4wuq_3ug_lig_tt_docked_0_pocket10.pdb,CCOc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)nc3c1c(=O)[nH]n3C)CC2,-7.2,TRAINING
PAR14_HUMAN_1610_1801_0/5nqe_A_rec_5nqe_94z_lig_tt_docked_0_pocket10.pdb,C[C@H]([NH3+])c1cc(F)ccc1O[C@@H]1CCO[C@@]2(CCOC2)C1,-6.7,TRAINING
MP2K1_HUMAN_61_390_0/4mne_D_rec_3eqi_adp_lig_tt_min_0_pocket10.pdb,Cc1cc(N2CCN(C(=O)c3cc4ccccc4o3)CC2)nc(C)[nH+]1,-9.1,TRAINING
GSA_SYNE7_4_433_0/3fqa_A_rec_3fqa_pmp_lig_tt_min_0_pocket10.pdb,CCOc1ccc(CCNC(=O)c2cc(-c3ccccn3)nc3ccccc23)cc1,-9.0,TRAINING
NMDE4_RAT_423_827_0/4jwy_A_rec_4jwy_1n4_lig_tt_docked_0_pocket10.pdb,COc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(OC(=O)c4cccc(Cl)c4)ccc32)cc1OC,-6.2,TRAINING
BLA1_STEMA_22_290_0/2hb9_A_rec_2gfk_vii_lig_tt_min_0_pocket10.pdb,NC(=O)CSSCC(N)=O,-4.5,TRAINING
KMT5A_HUMAN_231_392_0/1zkk_C_rec_1zkk_sah_lig_tt_min_0_pocket10.pdb,O=C(C[N@H+]1CC[C@H](c2ccccc2)C1)NC1CCN(C(=O)CCc2ccccc2)CC1,-9.0,TRAINING
FOLR2_HUMAN_22_228_0/4kn0_A_rec_4kn2_lya_lig_tt_min_0_pocket10.pdb,O=C(CCCS(=O)(=O)c1ccc(F)cc1)Nc1cccc(Cl)c1Cl,-9.8,VALIDATION
TPIS_HUMAN_38_286_0/4owg_A_rec_4owg_pep_lig_tt_min_0_pocket10.pdb,C[C@H]1C[C@@H](Nc2ccc(-n3cncn3)c(F)c2)CS1,-5.7,TRAINING
TOP6B_SULSH_1_470_0/1z5b_B_rec_1z5c_adp_lig_tt_min_0_pocket10.pdb,C[C@H](NC(=O)c1cc2n(n1)C[C@@](C)(C(=O)NC1CCCCC1)N(C)C2=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.7,TRAINING
LPXC_PSEAE_1_299_0/5drr_A_rec_5drq_5em_lig_tt_min_0_pocket10.pdb,O=C(Nc1cccc(Cl)c1)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1,-7.5,TRAINING
SERA_HUMAN_95_308_0/5n53_B_rec_5ofv_9tz_lig_tt_docked_2_pocket10.pdb,O=C(NCc1cnn(-c2cccc(F)c2)c1)[C@H](c1cccnc1)N1CCCC1,-6.8,TRAINING
DEF_ECOLI_2_168_0/1g27_A_rec_3k6l_2bb_lig_tt_min_0_pocket10.pdb,Cc1ccc(S(=O)(=O)[C@@H](C)C(=O)Nc2ccccc2C(F)(F)F)cc1,-8.0,TRAINING
PCXB_PSEPU_2_239_0/3lmx_M_rec_3pch_chb_lig_tt_docked_5_pocket10.pdb,Cc1ccc(Cn2c(=O)n(-c3ccc(CC(=O)NC4CC4)cc3)c(=O)c3ccccc32)cc1,-8.3,VALIDATION
TPIS_STAAR_1_253_0/3uwu_A_rec_3uww_3pg_lig_tt_min_0_pocket10.pdb,CC(C)=C[C@@H](O)c1ccc(F)c(C)c1,-5.1,TRAINING
DPOLB_HUMAN_142_335_0/2isp_A_rec_4nlk_0kx_lig_tt_docked_0_pocket10.pdb,O=C(Cc1cccc2ccccc12)NCC(=O)N1CCC(CC(=O)N2CCCC2)CC1,-6.7,TRAINING
SYFA_THET8_85_350_0/3teh_A_rec_2aly_ysa_lig_tt_min_0_pocket10.pdb,Cc1ccc([C@@H]2CCCC[C@@H](C)C2=O)s1,-7.5,TRAINING
SYP_RHOPA_2_438_0/2i4o_A_rec_2i4n_5ca_lig_tt_min_0_pocket10.pdb,C[C@H](Cc1ccc(Cl)cc1)N(C)Cc1nc(=O)c2sccc2[nH]1,-7.8,VALIDATION
KPYM_HUMAN_2_531_0/3h6o_D_rec_3h6o_d8g_lig_tt_docked_2_pocket10.pdb,O=C(CBr)c1cccnn1,-5.8,TRAINING
TIF1A_HUMAN_891_1007_inhibitor_0/5h1v_A_rec_5h1u_6kt_lig_tt_docked_7_pocket10.pdb,O=C(Nc1cccnc1Cl)N1CCC[C@@H](C(=O)N2CCOCC2)C1,-7.2,TRAINING
FA10_HUMAN_126_476_0/2vh6_B_rec_2y81_931_lig_tt_min_0_pocket10.pdb,CCc1cc(C(=O)N(C)Cc2cccc3ncccc23)cs1,-6.8,TRAINING
MTTA_THEAQ_3_420_0/1aqj_B_rec_1aqi_sah_lig_tt_min_0_pocket10.pdb,C[NH+]1CCN(c2ncc(CN3CCN(C[C@@H]4CCCC[N@H+]4C)CC3)cn2)CC1,-7.1,TRAINING
SERA_HUMAN_95_308_0/5n53_B_rec_5ofv_9tz_lig_tt_docked_2_pocket10.pdb,CN(Cc1cnn(-c2ccccc2)c1)C(=O)NCCNS(C)(=O)=O,-5.9,TRAINING
HAOX1_HUMAN_1_370_0/2w0u_A_rec_2w0u_c7c_lig_tt_docked_4_pocket10.pdb,CCC1(CC)CC[NH+]([C@@H]2CC[C@H]([NH3+])C2)CC1,-6.8,TRAINING
RORG_HUMAN_262_508_0/5ejv_B_rec_5ejv_444_lig_tt_docked_0_pocket10.pdb,OCc1cccc(C[NH+]2CCOCC2)c1,-6.4,TRAINING
UBIC_ECOLI_2_165_0/1xlr_A_rec_1tt8_phb_lig_tt_min_0_pocket10.pdb,Cc1ccc(NC(=S)NNC(=O)CNC(=O)c2ccc3c(c2)CCC3)c(C)c1,-4.1,TRAINING
CARP_CRYPA_90_419_catalytic_0/3pm4_A_rec_5hco_601_lig_tt_docked_1_pocket10.pdb,Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Br)cc1,-7.0,TRAINING
KDM5B_HUMAN_360_770_0/5fzk_A_rec_5fz9_nuk_lig_tt_min_0_pocket10.pdb,Cn1c(=O)oc(=O)c2cc(Br)cc(Cl)c21,-5.2,TRAINING
CSN5_HUMAN_10_250_0/5joh_A_rec_5joh_6m3_lig_tt_min_0_pocket10.pdb,CC[C@H](C)NC(=O)Nc1ccc(Cn2cccn2)cc1,-5.8,TRAINING
XYLA_ARTS7_2_395_0/1xld_A_rec_4xia_sor_lig_tt_docked_0_pocket10.pdb,CCc1c(-c2ccncc2)n[nH]c1NC(=O)c1ccc(OC(C)(C)C)cc1,-5.2,TRAINING
PD1L1_HUMAN_15_134_0/5nix_B_rec_5nix_8yq_lig_tt_docked_1_pocket10.pdb,Cc1cc2nc(N(Cc3ccncc3)C(=O)c3ccc(S(=O)(=O)C(C)C)cc3)sc2cc1C,-6.1,TRAINING
MBL1_RAT_124_238_0/1afa_3_rec_1afa_mbg_lig_tt_docked_0_pocket10.pdb,Cc1ncc([C@@H](C)N[C@H]2CCN(C(=O)C3CCCCC3)C2)s1,-5.1,TRAINING
KAT2B_HUMAN_715_831_0/5fdz_A_rec_5fe8_5wt_lig_tt_docked_2_pocket10.pdb,CC[NH2+][C@H](CC(C)C)c1ccc(Cl)c(OC)c1,-6.2,TRAINING
PYGM_HUMAN_3_842_allosteric_0/3zct_A_rec_3mrv_16f_lig_tt_min_0_pocket10.pdb,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCc3cccc(C)c3)c2C)cc1,-9.0,TRAINING
SIA_ASPFU_13_406_0/4m4v_B_rec_2xzi_kdm_lig_tt_docked_3_pocket10.pdb,COc1cccc(C(=O)[C@@H]2[C@@H](C(C)=O)N3c4ccc(F)cc4C=C[C@H]3[C@@]23C(=O)Nc2ccccc23)c1,-6.2,TRAINING
BLKPC_KLEPN_27_292_0/2ov5_A_rec_5uj3_ce4_lig_tt_min_0_pocket10.pdb,C[C@H](Sc1nc2ccccc2c(=O)n1CCCO)C(=O)Nc1cc(Cl)c(Cl)cc1Cl,-7.6,TRAINING
RIPT_TRIKI_24_270_AMP_0/1mrj_A_rec_1nli_ade_lig_tt_min_0_pocket10.pdb,COC(=O)c1ccc(C(=O)Nc2sc3c(c2C#N)CC[N@@H+](Cc2ccccc2)C3)cc1,-5.5,TRAINING
LKHA4_HUMAN_1_611_0/5nid_A_rec_3fts_stl_lig_tt_docked_9_pocket10.pdb,CCNC(=S)N1CCC[C@H](C(N)=O)C1,-6.2,TRAINING
PGTB2_MOUSE_9_339_0/4ehm_B_rec_1ltx_far_lig_tt_min_0_pocket10.pdb,COc1ccc(-c2ccc(/C=C3/C(=N)N4C(=NC3=O)SN=C4SC(C)C)o2)c([N+](=O)[O-])c1,-8.5,TRAINING
POL_HTL1A_450_565_0/3liy_C_rec_3lit_e15_lig_tt_min_0_pocket10.pdb,C[C@@H](Sc1nnc2n(-c3ccccc3)c(=O)c3ccccc3n12)C(=O)Nc1cccc(Cl)c1,-8.1,TRAINING
BACD_BACSU_1_469_0/3wnz_A_rec_3wnz_adp_lig_tt_docked_1_pocket10.pdb,CCOC(=O)Cc1nncn1C,-4.9,TRAINING
HSC90_DICDI_1_223_0/4xcj_A_rec_4xd8_anp_lig_tt_min_0_pocket10.pdb,C[C@@H]1C[C@H]1c1ccc(/C=C/C(=O)OCc2nnc(-c3ccccc3)o2)o1,-7.5,TRAINING
THIM_STAAR_1_263_0/5cga_A_rec_5cge_51f_lig_tt_docked_1_pocket10.pdb,Cc1ccc2c(c1)C(=O)NCC1(CCN(C(=O)C[C@@H]3SC(=O)N(C)C3=O)CC1)O2,-7.9,TRAINING
OCP_SYNY3_3_165_0/5tv0_A_rec_5tv0_eq3_lig_tt_docked_1_pocket10.pdb,CCCn1nccc1[C@@H](N)C[NH+](C)C,-5.8,TRAINING
AL3A1_HUMAN_2_453_0/3sza_A_rec_4l2o_1dd_lig_tt_docked_0_pocket10.pdb,C[C@H]1[C@H](C(=O)[O-])CC[N@H+]1Cc1cscn1,-5.5,VALIDATION
S14L2_HUMAN_1_275_0/4omj_A_rec_1olm_vtq_lig_tt_min_0_pocket10.pdb,C[C@H](Cn1cccn1)NC(=O)[C@H]1CCCN(S(C)(=O)=O)C1,-7.6,VALIDATION
DEF_STAAU_1_183_0/3u7k_A_rec_3u7k_mdb_lig_tt_docked_1_pocket10.pdb,O=C(CCc1nc2ccccc2c(=O)n1C1CC1)NC(C1CC1)C1CC1,-6.8,TRAINING
SUIS_HUMAN_61_931_0/3lpp_B_rec_3lpp_ktl_lig_tt_min_0_pocket10.pdb,O=C(NCc1nc2ccccc2[nH]1)C1CN(C(=O)c2c[nH]c3ccccc23)C1,-8.3,TRAINING
ROCK1_HUMAN_5_414_0/2etr_B_rec_3ndm_3nd_lig_tt_min_0_pocket10.pdb,COc1cccc([C@H](C#N)NC(=O)OC(C)(C)C)c1,-6.4,TRAINING
PRTK_PARAQ_106_384_pep_0/4fon_A_rec_5whw_bcn_lig_tt_min_0_pocket10.pdb,CCc1nc(-c2csc(S(=O)(=O)N3CCC(C(=O)N4CCC(C)CC4)CC3)c2)no1,-5.9,TRAINING
SYK_GEOSE_2_494_0/3e9i_A_rec_3a74_lyn_lig_tt_docked_0_pocket10.pdb,N#Cc1ccc(-c2ccc(O[C@@H](C(=O)N3CCCC3)c3ccccc3)cc2)cc1,-6.8,TRAINING
BRI1_ARATH_26_786_0/4lsa_A_rec_4lsa_bld_lig_tt_min_0_pocket10.pdb,O=[N+]([O-])/C=C/c1ccc2c(c1)CCCO2,-7.3,TRAINING
AROE_VIBCH_1_278_0/3pgj_C_rec_3pgj_skm_lig_tt_docked_2_pocket10.pdb,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,-5.6,TRAINING
LPLAN_THEAC_1_262_0/2art_A_rec_2aru_atp_lig_tt_min_0_pocket10.pdb,C[C@@H]1CCCC[N@H+]1C[C@H]1CCCN(C(=O)CC(C)(C)c2ccccc2)C1,-9.0,TRAINING
UBP7_HUMAN_207_556_0/5whc_A_rec_5uqx_8jp_lig_it1_it2_tt_docked_2_pocket10.pdb,C[C@@H](Oc1csc(C(=O)[O-])c1)C(=O)N1CCCC1,-6.2,TRAINING
POLG_HCV1_2420_2991_0/3qgi_A_rec_3qgh_63f_lig_tt_docked_0_pocket10.pdb,CC(C)CC(=O)N(C)[C@@H]1CCS(=O)(=O)C1,-5.8,TRAINING
COBT_SALTY_1_356_0/1jhv_A_rec_1l4n_nio_lig_tt_min_0_pocket10.pdb,CCOC(=O)c1cnn2c1N[C@@H](c1ccc(OC)cc1)C[C@H]2C(F)(F)F,-7.1,TRAINING
HIS4_MYCTU_1_244_0/2y85_A_rec_2y85_137_lig_tt_min_0_pocket10.pdb,C[C@H](Br)Cn1c(Br)nc2c1c(=O)n(C)c(=O)n2C,-5.6,TRAINING
BGAL_SULSO_1_489_0/1uwu_B_rec_1uwu_gox_lig_tt_min_0_pocket10.pdb,CCOc1ccccc1/C=C1\Oc2c(ccc3c2CN(Cc2ccc(F)cc2)CO3)C1=O,-8.4,TRAINING
BPHB_COMTE_1_281_0/3zv6_A_rec_3zv6_4hb_lig_tt_docked_9_pocket10.pdb,O=C(C[C@H]1SC(N2CCCCC2)=NC1=O)Nc1cccc(C(=O)N2CCC[C@H]2c2ccccc2)c1,-8.8,TRAINING
SMO_HUMAN_44_187_0/5l7d_A_rec_5l7d_clr_lig_tt_docked_0_pocket10.pdb,C#CCNCC(=O)N[C@@H](C)CS(C)(=O)=O,-5.2,TRAINING
BPHA1_RHOJR_1_460_0/1ulj_A_rec_1ulj_bnl_lig_tt_docked_3_pocket10.pdb,CCNC(=O)c1cccc2c1N[C@H](c1c(O)ccc3ccccc13)[C@@H]1CC=C[C@H]21,-4.6,TRAINING
THM1_THADA_1_207_0/4bar_A_rec_4bar_ikx_lig_tt_min_0_pocket10.pdb,CC(C)[C@@H]1CC[C@H](C)C[C@H]1OCC(C)(C)C(=O)NN,-4.5,TRAINING
SYH_ECOLI_1_424_0/2el9_A_rec_1kmn_hso_lig_tt_docked_2_pocket10.pdb,Cc1cccc(CN2CCc3nnc([C@H](C)NC(=O)C4CC4)n3CC2)n1,-7.3,TRAINING
PTC_ENTFA_1_338_0/4a8h_A_rec_4a8h_puw_lig_tt_min_0_pocket10.pdb,Cc1cc2c(cc3n2C[C@](C)(C(=O)NC2CCCCC2)N(Cc2cccc(F)c2)C3=O)o1,-2.2,TRAINING
PKNI_MYCTU_2_256_0/5m06_B_rec_5m06_adp_lig_tt_min_0_pocket10.pdb,CC(C)c1ccc(/C=N/NC(N)=O)cc1,-6.2,TRAINING
PK3C3_HUMAN_281_880_0/4uwl_A_rec_4uwl_7a5_lig_tt_docked_0_pocket10.pdb,O=C(NC[C@@H]1CC[C@H](C(=O)[O-])O1)Nc1ncccn1,-6.5,TRAINING
TRFE_ANAPL_91_248_0/1gvc_A_rec_1gvc_nta_lig_tt_docked_2_pocket10.pdb,COc1ccc(Cl)cc1S(=O)(=O)N1CCN(Cc2ccco2)CC1,-4.4,TRAINING
GH43A_BACO1_21_526_0/5jow_A_rec_5joy_6lw_lig_tt_min_0_pocket10.pdb,CCC(=O)N(CC)C[C@H]1C=c2ccccc2=[NH+]C1=O,-6.1,TRAINING
IDUA_HUMAN_27_653_0/4mj2_A_rec_4kgl_idj_lig_tt_docked_0_pocket10.pdb,Fc1ccc(NC2CCOCC2)cc1,-4.5,TRAINING
TOP2_YEAST_1_415_allosteric_0/1qzr_B_rec_1qzr_cdx_lig_tt_docked_11_pocket10.pdb,CC1=C(C(=O)[O-])C(C)(C)CCC1,-5.6,TRAINING
RXRA_HUMAN_222_461_coactiv_0/3fal_C_rec_3fal_lo2_lig_tt_min_0_pocket10.pdb,CC(C)COCCNS(=O)(=O)N1CCC[C@@H](C)C1,-7.1,TRAINING
M3K8_HUMAN_65_395_0/5iu2_A_rec_5iu2_6da_lig_tt_docked_0_pocket10.pdb,C[C@H](NC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)cc1)c1cccs1,-8.5,TRAINING
MDM4_HUMAN_20_111_0/3lbj_E_rec_3lbj_ww8_lig_tt_min_0_pocket10.pdb,Cc1cccc(NC(=O)Nc2cc(NC(=O)Nc3cccc(C)c3)c(C)nc2C)c1,-6.8,TRAINING
MSHA_CORGL_1_418_0/3c4v_B_rec_3c4v_udp_lig_tt_docked_0_pocket10.pdb,CCC[C@H]1CN(Cc2nc(C)c(C)s2)[C@@](C)(CC)C[NH2+]1,-6.7,TRAINING
DXR_PLAF7_75_488_0/4y67_A_rec_3wqq_ib3_lig_tt_docked_5_pocket10.pdb,CC(C)N1C[C@@H](c2cc(N(C)C)nc(CN(C)S(=O)(=O)c3cccnc3)[nH+]2)CC1=O,-7.2,TRAINING
DHB14_HUMAN_1_270_0/5l7t_A_rec_5en4_5q6_lig_tt_min_0_pocket10.pdb,Cc1ccc(OCc2nc(C(=O)Nc3ccc(C)c(S(=O)(=O)N(C)C)c3)cs2)cc1,-9.0,VALIDATION
HDAH_ALCSD_1_369_0/2vcg_A_rec_5g1a_7h1_lig_tt_min_0_pocket10.pdb,CC[C@H](C(=O)NC1CC[NH+](C)CC1)N(c1cc(C)cc(C)c1)S(C)(=O)=O,-6.8,TRAINING
PGMB_LACLA_1_221_0/2wf5_A_rec_4c4s_grx_lig_tt_docked_3_pocket10.pdb,CS(=O)(=O)N1CCN(C(=O)CSc2ccc(F)c(Cl)c2)CC1,-5.7,TRAINING
PUR2_HUMAN_807_1010_0/4zyz_A_rec_4zyy_gar_lig_tt_min_0_pocket10.pdb,COCc1cc(C)nc2c1C(=O)N[C@@H](c1ccc(N(C)C)cc1)N2c1ccc(F)cc1,-6.8,TRAINING
AROA_COXBU_1_438_0/3slh_A_rec_3slh_gpj_lig_tt_min_0_pocket10.pdb,[NH3+]C1(CC[NH2+]C[C@H]2CCOC2)CCC1,-4.6,TRAINING
CATG_HUMAN_21_248_0/1t32_A_rec_1kyn_ktp_lig_tt_docked_0_pocket10.pdb,N#CCCN(C(=O)C(=O)NCC#N)c1ccccc1,-5.3,TRAINING
NDKC_DICDI_1_155_0/1lwx_A_rec_1b4s_adp_lig_tt_min_0_pocket10.pdb,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3C(F)(F)F)nc3cc(C)[nH]c3c2=O)cc1,-8.1,TRAINING
PDK4_HUMAN_18_411_0/3d2r_A_rec_3d2r_adp_lig_tt_min_0_pocket10.pdb,CCCS(=O)(=O)N1CCCc2cc(NS(=O)(=O)c3cc(C)c(C)cc3OC)ccc21,-7.9,TRAINING
P85A_HUMAN_319_433_0/5sxd_B_rec_5swr_sal_lig_tt_min_0_pocket10.pdb,CC(C)Sc1ncccc1C(=O)N[C@@H](C)Cc1ccco1,-5.8,TRAINING
BCAT2_HUMAN_28_392_0/1kta_A_rec_1kta_pmp_lig_tt_docked_0_pocket10.pdb,CC(=O)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@@H](C[C@@H]5CCCC[C@@]54C(C)=O)[C@H]3C[C@H](O)[C@@]2(O)C1,-5.2,TRAINING
POLI_HUMAN_51_444_0/2dpi_A_rec_2alz_dcp_lig_tt_docked_1_pocket10.pdb,COc1ccc(Cl)cc1S(=O)(=O)NCc1nc2cccnc2n1C,-6.6,TRAINING
ISPF_BURP1_1_162_0/3f0g_D_rec_3p0z_ctn_lig_tt_docked_0_pocket10.pdb,Cc1ccc(C2=NN(C(=O)CSc3nnc(C(F)(F)F)n3N)[C@H](c3ccco3)C2)cc1,-5.5,TRAINING
DHPH_RHOSO_2_356_0/1bw9_A_rec_1c1x_hfa_lig_tt_min_0_pocket10.pdb,Cc1ccc(C(=O)C[C@@]2(O)C(=O)N(Cc3ccc(Cl)cc3)c3ccc(Cl)cc32)s1,-7.5,TRAINING
KDM5B_HUMAN_25_94_0/5fyb_A_rec_5fzg_7ia_lig_tt_docked_9_pocket10.pdb,Cc1ncc([C@@H](C)N[C@@H]2CCOC2)c(C)n1,-7.7,VALIDATION
SAHH_HUMAN_2_432_0/2h5l_A_rec_1li4_noc_lig_tt_min_0_pocket10.pdb,CC(=O)Nc1ccc(NC(=O)[C@@H](C)Oc2c(-c3ccccc3Cl)oc3ccccc3c2=O)cc1,-3.3,TRAINING
BRPF1_HUMAN_625_740_0/5dya_A_rec_5dya_5gv_lig_tt_min_0_pocket10.pdb,CC1=CC(N)=[NH+]CN1C(C)C,-5.7,TRAINING
ODPB_HUMAN_31_359_0/1ni4_B_rec_1ni4_tpp_lig_tt_docked_1_pocket10.pdb,C[C@H]1C[C@@H]1C(=O)N1CCN(CC(=O)NC2CCCC2)CC1,-6.1,TRAINING
PDE4B_HUMAN_324_663_0/1xmu_A_rec_3frg_sk4_lig_tt_min_0_pocket10.pdb,CN1C(=O)[C@@](O)([C@H]2CCc3ccccc3C2=O)c2ccccc21,-8.7,TRAINING
ELBP_ECOLX_22_124_0/1efi_D_rec_1lt5_tdg_lig_tt_min_0_pocket10.pdb,Clc1cccc2nnnn12,-5.1,TRAINING
G6PI_MOUSE_1_557_0/2cxq_A_rec_2cxr_6pg_lig_tt_docked_2_pocket10.pdb,NC(=O)CCc1ccc(N)cc1,-6.3,TRAINING
GRID2_HUMAN_439_813_0/5cc2_A_rec_5cc2_cka_lig_tt_docked_6_pocket10.pdb,CON(C)C(=O)CN1CC(=O)N[C@@H]2CCCC[C@H]21,-5.8,TRAINING
PNPH_HUMAN_1_289_0/2a0x_A_rec_3k8q_22a_lig_tt_min_0_pocket10.pdb,CC[C@@H](C)c1cc(C)c[nH+]c1N,-6.5,TRAINING
AGI1_WHEAT_27_201_glycopep_0/2uvo_A_rec_2uvo_ndg_lig_tt_docked_0_pocket10.pdb,Cc1cccc(CS(N)(=O)=O)n1,-4.8,TRAINING
GRIK2_HUMAN_426_807_0/3qxm_B_rec_1sd3_sym_lig_tt_min_0_pocket10.pdb,C[N@@H+](C[C@H]1CC=CCC1)C(C1CC1)C1CC1,-5.8,TRAINING
HNMT_HUMAN_1_292_0/2aov_A_rec_2aov_c2m_lig_tt_min_0_pocket10.pdb,Cn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCN(Cc1cnc(-c3ccccc3)s1)C2,-8.5,TRAINING
GCST_HUMAN_29_403_0/1wsv_B_rec_1wsv_thh_lig_tt_min_0_pocket10.pdb,COc1ccc(N2CCN(S(=O)(=O)c3cc(NC(C)=O)ccc3OC)CC2)cc1,-7.5,TRAINING
EGFR_HUMAN_721_984_0/4rj4_A_rec_5cas_4zq_lig_tt_docked_0_pocket10.pdb,COc1ccc(-n2c(C)cc(/C=C3\C(=N)N4N=C(SC)SC4=NC3=O)c2C)cc1Cl,-7.3,TRAINING
PARP1_CHICK_652_1011_0/1efy_A_rec_3pax_3mb_lig_tt_min_0_pocket10.pdb,O=C1C[C@H](c2ccc(F)cc2F)[C@H]2C(=O)N=C(SCc3ccccc3Cl)N=C2N1,-8.4,TRAINING
